state,date,temperature,humidity,rain_mm,month,rainfall_prev,rain
Meghalaya,2025-10-06,18.1,75,3.6,10,5.8,1
Meghalaya,2025-10-07,18.0,75,2.4,10,3.6,1
Meghalaya,2025-10-08,18.0,75,3.8,10,2.4,1
Meghalaya,2025-10-09,17.8,75,5.9,10,3.8,1
Meghalaya,2025-10-10,18.1,75,12.9,10,5.9,1
Meghalaya,2025-10-11,17.3,75,4.5,10,12.9,1
Meghalaya,2025-10-12,17.9,75,4.8,10,4.5,1
Meghalaya,2025-10-13,18.0,75,1.1,10,4.8,1
Meghalaya,2025-10-14,18.3,75,0.1,10,1.1,0
Meghalaya,2025-10-15,18.3,75,0.4,10,0.1,1
Meghalaya,2025-10-16,17.8,75,0.5,10,0.4,1
Meghalaya,2025-10-17,17.9,75,0.5,10,0.5,1
Meghalaya,2025-10-18,17.7,75,0.0,10,0.5,0
Meghalaya,2025-10-19,17.0,75,0.6,10,0.0,1
Meghalaya,2025-10-20,17.2,75,0.1,10,0.6,0
Meghalaya,2025-10-21,17.8,75,0.3,10,0.1,1
Meghalaya,2025-10-22,17.7,75,0.9,10,0.3,1
Meghalaya,2025-10-23,17.4,75,0.5,10,0.9,1
Meghalaya,2025-10-24,16.8,75,0.1,10,0.5,0
Meghalaya,2025-10-25,16.3,75,0.2,10,0.1,0
Meghalaya,2025-10-26,17.0,75,0.0,10,0.2,0
Meghalaya,2025-10-27,16.7,75,0.3,10,0.0,1
Meghalaya,2025-10-28,17.1,75,0.1,10,0.3,0
Meghalaya,2025-10-29,17.7,75,0.5,10,0.1,1
Meghalaya,2025-10-30,17.8,75,4.9,10,0.5,1
Meghalaya,2025-10-31,17.2,75,7.9,10,4.9,1
Meghalaya,2025-11-01,16.5,75,27.3,11,7.9,1
Meghalaya,2025-11-02,17.1,75,1.6,11,27.3,1
Meghalaya,2025-11-03,16.8,75,0.1,11,1.6,0
Meghalaya,2025-11-04,17.6,75,0.5,11,0.1,1
Meghalaya,2025-11-05,17.6,75,4.2,11,0.5,1
Meghalaya,2025-11-06,17.3,75,0.3,11,4.2,1
Meghalaya,2025-11-07,15.7,75,0.1,11,0.3,0
Meghalaya,2025-11-08,16.2,75,0.9,11,0.1,1
Meghalaya,2025-11-09,14.4,75,0.0,11,0.9,0
Meghalaya,2025-11-10,14.1,75,0.0,11,0.0,0
Meghalaya,2025-11-11,14.3,75,0.0,11,0.0,0
Meghalaya,2025-11-12,14.5,75,0.0,11,0.0,0
Meghalaya,2025-11-13,14.6,75,0.0,11,0.0,0
Meghalaya,2025-11-14,13.7,75,0.0,11,0.0,0
Meghalaya,2025-11-15,13.8,75,0.0,11,0.0,0
Meghalaya,2025-11-16,13.0,75,0.0,11,0.0,0
Meghalaya,2025-11-17,13.2,75,0.0,11,0.0,0
Meghalaya,2025-11-18,13.0,75,0.0,11,0.0,0
Meghalaya,2025-11-19,13.0,75,0.0,11,0.0,0
Meghalaya,2025-11-20,12.0,75,0.0,11,0.0,0
Meghalaya,2025-11-21,12.0,75,0.0,11,0.0,0
Meghalaya,2025-11-22,11.9,75,0.1,11,0.0,0
Meghalaya,2025-11-23,11.5,75,0.0,11,0.1,0
Meghalaya,2025-11-24,12.5,75,0.0,11,0.0,0
Mizoram,2025-09-01,26.6,75,0.5,9,0.0,1
Mizoram,2025-09-02,25.7,75,0.9,9,0.5,1
Mizoram,2025-09-03,25.2,75,11.6,9,0.9,1
Mizoram,2025-09-04,24.5,75,12.0,9,11.6,1
Mizoram,2025-09-05,24.8,75,2.2,9,12.0,1
Mizoram,2025-09-06,24.7,75,10.4,9,2.2,1
Mizoram,2025-09-07,24.8,75,8.6,9,10.4,1
Mizoram,2025-09-08,25.1,75,2.8,9,8.6,1
Mizoram,2025-09-09,24.6,75,9.9,9,2.8,1
Mizoram,2025-09-10,24.3,75,15.0,9,9.9,1
Mizoram,2025-09-11,24.5,75,18.7,9,15.0,1
Mizoram,2025-09-12,24.7,75,12.2,9,18.7,1
Mizoram,2025-09-13,24.2,75,13.0,9,12.2,1
Mizoram,2025-09-14,23.2,75,14.8,9,13.0,1
Mizoram,2025-09-15,23.1,75,13.5,9,14.8,1
Mizoram,2025-09-16,24.1,75,2.6,9,13.5,1
Mizoram,2025-09-17,24.3,75,2.5,9,2.6,1
Mizoram,2025-09-18,24.5,75,2.7,9,2.5,1
Mizoram,2025-09-19,24.9,75,7.8,9,2.7,1
Mizoram,2025-09-20,25.1,75,6.3,9,7.8,1
Mizoram,2025-09-21,25.0,75,18.3,9,6.3,1
Mizoram,2025-09-22,24.3,75,21.9,9,18.3,1
Mizoram,2025-09-23,24.5,75,14.4,9,21.9,1
Mizoram,2025-09-24,24.9,75,8.1,9,14.4,1
Mizoram,2025-09-25,26.2,75,0.1,9,8.1,0
Mizoram,2025-09-26,25.8,75,1.9,9,0.1,1
Mizoram,2025-09-27,24.5,75,8.2,9,1.9,1
Mizoram,2025-09-28,24.4,75,9.1,9,8.2,1
Mizoram,2025-09-29,25.3,75,0.7,9,9.1,1
Mizoram,2025-09-30,25.5,75,8.8,9,0.7,1
Mizoram,2025-10-01,24.0,75,10.9,10,8.8,1
Mizoram,2025-10-02,23.6,75,19.7,10,10.9,1
Mizoram,2025-10-03,24.3,75,0.2,10,19.7,0
Mizoram,2025-10-04,24.8,75,2.8,10,0.2,1
Mizoram,2025-10-05,24.3,75,4.9,10,2.8,1
Mizoram,2025-10-06,23.3,75,1.3,10,4.9,1
Mizoram,2025-10-07,23.9,75,2.3,10,1.3,1
Mizoram,2025-10-08,23.2,75,13.3,10,2.3,1
Mizoram,2025-10-09,23.2,75,11.6,10,13.3,1
Mizoram,2025-10-10,23.2,75,19.2,10,11.6,1
Mizoram,2025-10-11,23.4,75,3.2,10,19.2,1
Mizoram,2025-10-12,23.4,75,3.1,10,3.2,1
Mizoram,2025-10-13,23.5,75,2.4,10,3.1,1
Mizoram,2025-10-14,23.8,75,1.1,10,2.4,1
Mizoram,2025-10-15,23.8,75,3.7,10,1.1,1
Mizoram,2025-10-16,23.5,75,3.2,10,3.7,1
Mizoram,2025-10-17,23.4,75,11.2,10,3.2,1
Mizoram,2025-10-18,23.2,75,10.6,10,11.2,1
Mizoram,2025-10-19,23.0,75,9.4,10,10.6,1
Mizoram,2025-10-20,23.8,75,2.7,10,9.4,1
Mizoram,2025-10-21,23.8,75,1.3,10,2.7,1
Mizoram,2025-10-22,24.4,75,0.0,10,1.3,0
Mizoram,2025-10-23,24.5,75,1.1,10,0.0,1
Mizoram,2025-10-24,23.3,75,0.6,10,1.1,1
Mizoram,2025-10-25,23.3,75,0.5,10,0.6,1
Mizoram,2025-10-26,23.7,75,0.1,10,0.5,0
Mizoram,2025-10-27,23.4,75,0.3,10,0.1,1
Mizoram,2025-10-28,23.8,75,3.2,10,0.3,1
Mizoram,2025-10-29,23.9,75,1.0,10,3.2,1
Mizoram,2025-10-30,24.2,75,1.4,10,1.0,1
Mizoram,2025-10-31,23.9,75,0.7,10,1.4,1
Mizoram,2025-11-01,23.6,75,3.5,11,0.7,1
Mizoram,2025-11-02,23.7,75,0.5,11,3.5,1
Mizoram,2025-11-03,23.1,75,4.3,11,0.5,1
Mizoram,2025-11-04,23.1,75,22.4,11,4.3,1
Mizoram,2025-11-05,22.7,75,21.8,11,22.4,1
Mizoram,2025-11-06,22.5,75,2.2,11,21.8,1
Mizoram,2025-11-07,23.3,75,0.0,11,2.2,0
Mizoram,2025-11-08,23.5,75,0.0,11,0.0,0
Mizoram,2025-11-09,23.0,75,0.1,11,0.0,0
Mizoram,2025-11-10,22.6,75,0.2,11,0.1,0
Mizoram,2025-11-11,20.4,75,0.0,11,0.2,0
Mizoram,2025-11-12,19.6,75,0.0,11,0.0,0
Mizoram,2025-11-13,20.1,75,0.0,11,0.0,0
Mizoram,2025-11-14,19.8,75,0.0,11,0.0,0
Mizoram,2025-11-15,19.4,75,0.0,11,0.0,0
Mizoram,2025-11-16,19.4,75,0.0,11,0.0,0
Mizoram,2025-11-17,20.1,75,0.0,11,0.0,0
Mizoram,2025-11-18,19.6,75,0.0,11,0.0,0
Mizoram,2025-11-19,20.3,75,0.0,11,0.0,0
Mizoram,2025-11-20,20.4,75,0.0,11,0.0,0
Mizoram,2025-11-21,19.2,75,0.1,11,0.0,0
Mizoram,2025-11-22,17.9,75,0.0,11,0.1,0
Mizoram,2025-11-23,17.6,75,0.0,11,0.0,0
Mizoram,2025-11-24,17.5,75,0.0,11,0.0,0
Nagaland,2025-09-01,21.9,75,10.8,9,0.0,1
Nagaland,2025-09-02,21.6,75,17.6,9,10.8,1
Nagaland,2025-09-03,22.0,75,11.5,9,17.6,1
Nagaland,2025-09-04,21.8,75,8.4,9,11.5,1
Nagaland,2025-09-05,21.1,75,6.1,9,8.4,1
Nagaland,2025-09-06,21.3,75,2.2,9,6.1,1
Nagaland,2025-09-07,20.9,75,3.0,9,2.2,1
Nagaland,2025-09-08,20.9,75,1.7,9,3.0,1
Nagaland,2025-09-09,20.9,75,1.2,9,1.7,1
Nagaland,2025-09-10,21.1,75,2.1,9,1.2,1
Nagaland,2025-09-11,21.2,75,11.7,9,2.1,1
Nagaland,2025-09-12,21.0,75,9.1,9,11.7,1
Nagaland,2025-09-13,20.8,75,8.8,9,9.1,1
Nagaland,2025-09-14,20.1,75,32.7,9,8.8,1
Nagaland,2025-09-15,19.8,75,13.1,9,32.7,1
Nagaland,2025-09-16,19.9,75,20.0,9,13.1,1
Nagaland,2025-09-17,20.4,75,3.2,9,20.0,1
Nagaland,2025-09-18,20.4,75,7.1,9,3.2,1
Nagaland,2025-09-19,20.5,75,12.4,9,7.1,1
Nagaland,2025-09-20,20.9,75,6.3,9,12.4,1
Nagaland,2025-09-21,21.6,75,2.5,9,6.3,1
Nagaland,2025-09-22,21.5,75,6.4,9,2.5,1
Nagaland,2025-09-23,21.7,75,2.0,9,6.4,1
Nagaland,2025-09-24,21.5,75,11.1,9,2.0,1
Nagaland,2025-09-25,21.9,75,8.4,9,11.1,1
Nagaland,2025-09-26,23.6,75,19.9,9,8.4,1
Nagaland,2025-09-27,21.3,75,12.5,9,19.9,1
Nagaland,2025-09-28,21.5,75,20.7,9,12.5,1
Nagaland,2025-09-29,21.5,75,0.8,9,20.7,1
Nagaland,2025-09-30,22.3,75,10.1,9,0.8,1
Nagaland,2025-10-01,19.7,75,11.3,10,10.1,1
Nagaland,2025-10-02,20.3,75,5.8,10,11.3,1
Nagaland,2025-10-03,20.6,75,2.2,10,5.8,1
Nagaland,2025-10-04,20.7,75,2.7,10,2.2,1
Nagaland,2025-10-05,20.4,75,1.2,10,2.7,1
Nagaland,2025-10-06,19.5,75,3.0,10,1.2,1
Nagaland,2025-10-07,19.6,75,0.8,10,3.0,1
Nagaland,2025-10-08,19.3,75,4.3,10,0.8,1
Nagaland,2025-10-09,19.4,75,13.8,10,4.3,1
Nagaland,2025-10-10,19.5,75,15.0,10,13.8,1
Nagaland,2025-10-11,19.0,75,8.5,10,15.0,1
Nagaland,2025-10-12,18.7,75,4.6,10,8.5,1
Nagaland,2025-10-13,19.2,75,0.3,10,4.6,1
Nagaland,2025-10-14,19.5,75,1.1,10,0.3,1
Nagaland,2025-10-15,20.0,75,0.2,10,1.1,0
Nagaland,2025-10-16,19.9,75,0.0,10,0.2,0
Nagaland,2025-10-17,19.8,75,0.1,10,0.0,0
Nagaland,2025-10-18,19.7,75,0.9,10,0.1,1
Nagaland,2025-10-19,18.4,75,5.6,10,0.9,1
Nagaland,2025-10-20,19.0,75,0.4,10,5.6,1
Nagaland,2025-10-21,19.2,75,0.2,10,0.4,0
Nagaland,2025-10-22,19.8,75,0.3,10,0.2,1
Nagaland,2025-10-23,18.8,75,4.3,10,0.3,1
Nagaland,2025-10-24,18.3,75,4.4,10,4.3,1
Nagaland,2025-10-25,18.0,75,0.9,10,4.4,1
Nagaland,2025-10-26,18.2,75,0.2,10,0.9,0
Nagaland,2025-10-27,18.4,75,2.8,10,0.2,1
Nagaland,2025-10-28,18.7,75,2.1,10,2.8,1
Nagaland,2025-10-29,18.2,75,1.4,10,2.1,1
Nagaland,2025-10-30,18.5,75,2.3,10,1.4,1
Nagaland,2025-10-31,18.3,75,2.2,10,2.3,1
Nagaland,2025-11-01,17.7,75,4.2,11,2.2,1
Nagaland,2025-11-02,17.5,75,18.3,11,4.2,1
Nagaland,2025-11-03,17.8,75,0.8,11,18.3,1
Nagaland,2025-11-04,18.1,75,1.6,11,0.8,1
Nagaland,2025-11-05,18.3,75,46.7,11,1.6,1
Nagaland,2025-11-06,17.5,75,7.2,11,46.7,1
Nagaland,2025-11-07,16.6,75,0.6,11,7.2,1
Nagaland,2025-11-08,17.3,75,0.0,11,0.6,0
Nagaland,2025-11-09,17.0,75,0.0,11,0.0,0
Nagaland,2025-11-10,16.3,75,0.0,11,0.0,0
Nagaland,2025-11-11,15.9,75,0.0,11,0.0,0
Nagaland,2025-11-12,15.2,75,0.0,11,0.0,0
Nagaland,2025-11-13,14.5,75,0.0,11,0.0,0
Nagaland,2025-11-14,14.4,75,0.0,11,0.0,0
Nagaland,2025-11-15,14.3,75,0.0,11,0.0,0
Nagaland,2025-11-16,14.3,75,0.0,11,0.0,0
Nagaland,2025-11-17,14.6,75,0.0,11,0.0,0
Nagaland,2025-11-18,14.3,75,0.0,11,0.0,0
Nagaland,2025-11-19,14.9,75,0.0,11,0.0,0
Nagaland,2025-11-20,14.9,75,1.1,11,0.0,1
Nagaland,2025-11-21,14.6,75,3.0,11,1.1,1
Nagaland,2025-11-22,14.3,75,2.1,11,3.0,1
Nagaland,2025-11-23,13.5,75,1.7,11,2.1,1
Nagaland,2025-11-24,13.0,75,1.0,11,1.7,1
Tripura,2025-09-01,30.1,75,0.2,9,0.0,0
Tripura,2025-09-02,29.1,75,0.8,9,0.2,1
Tripura,2025-09-03,28.7,75,2.9,9,0.8,1
Tripura,2025-09-04,28.2,75,4.4,9,2.9,1
Tripura,2025-09-05,28.5,75,4.8,9,4.4,1
Tripura,2025-09-06,28.6,75,18.0,9,4.8,1
Tripura,2025-09-07,27.7,75,4.8,9,18.0,1
Tripura,2025-09-08,28.6,75,2.1,9,4.8,1
Tripura,2025-09-09,28.1,75,10.2,9,2.1,1
Tripura,2025-09-10,28.0,75,6.2,9,10.2,1
Tripura,2025-09-11,27.6,75,7.2,9,6.2,1
Tripura,2025-09-12,27.1,75,5.3,9,7.2,1
Tripura,2025-09-13,26.8,75,17.3,9,5.3,1
Tripura,2025-09-14,25.4,75,26.8,9,17.3,1
Tripura,2025-09-15,25.7,75,4.3,9,26.8,1
Tripura,2025-09-16,26.3,75,3.5,9,4.3,1
Tripura,2025-09-17,27.8,75,0.9,9,3.5,1
Tripura,2025-09-18,27.4,75,7.9,9,0.9,1
Tripura,2025-09-19,28.2,75,2.9,9,7.9,1
Tripura,2025-09-20,28.1,75,5.6,9,2.9,1
Tripura,2025-09-21,28.1,75,14.1,9,5.6,1
Tripura,2025-09-22,27.5,75,12.2,9,14.1,1
Tripura,2025-09-23,28.5,75,2.4,9,12.2,1
Tripura,2025-09-24,28.1,75,8.2,9,2.4,1
Tripura,2025-09-25,28.1,75,19.3,9,8.2,1
Tripura,2025-09-26,28.6,75,3.7,9,19.3,1
Tripura,2025-09-27,28.2,75,6.0,9,3.7,1
Tripura,2025-09-28,28.2,75,0.9,9,6.0,1
Tripura,2025-09-29,28.6,75,15.0,9,0.9,1
Tripura,2025-09-30,30.0,75,8.0,9,15.0,1
Tripura,2025-10-01,26.0,75,19.0,10,8.0,1
Tripura,2025-10-02,25.7,75,22.1,10,19.0,1
Tripura,2025-10-03,27.3,75,1.4,10,22.1,1
Tripura,2025-10-04,27.5,75,2.1,10,1.4,1
Tripura,2025-10-05,26.9,75,9.6,10,2.1,1
Tripura,2025-10-06,26.6,75,2.9,10,9.6,1
Tripura,2025-10-07,26.7,75,5.7,10,2.9,1
Tripura,2025-10-08,26.3,75,2.0,10,5.7,1
Tripura,2025-10-09,26.2,75,1.3,10,2.0,1
Tripura,2025-10-10,26.4,75,23.2,10,1.3,1
Tripura,2025-10-11,26.1,75,31.0,10,23.2,1
Tripura,2025-10-12,26.3,75,7.8,10,31.0,1
Tripura,2025-10-13,26.7,75,0.0,10,7.8,0
Tripura,2025-10-14,27.6,75,0.1,10,0.0,0
Tripura,2025-10-15,27.0,75,2.2,10,0.1,1
Tripura,2025-10-16,26.9,75,0.5,10,2.2,1
Tripura,2025-10-17,27.4,75,7.7,10,0.5,1
Tripura,2025-10-18,27.9,75,1.9,10,7.7,1
Tripura,2025-10-19,28.4,75,0.2,10,1.9,0
Tripura,2025-10-20,29.4,75,0.4,10,0.2,1
Tripura,2025-10-21,29.5,75,0.2,10,0.4,0
Tripura,2025-10-22,29.5,75,2.2,10,0.2,1
Tripura,2025-10-23,28.5,75,6.0,10,2.2,1
Tripura,2025-10-24,27.7,75,11.8,10,6.0,1
Tripura,2025-10-25,28.8,75,0.2,10,11.8,0
Tripura,2025-10-26,28.9,75,0.0,10,0.2,0
Tripura,2025-10-27,29.4,75,0.1,10,0.0,0
Tripura,2025-10-28,29.4,75,1.3,10,0.1,1
Tripura,2025-10-29,29.0,75,0.8,10,1.3,1
Tripura,2025-10-30,28.4,75,5.7,10,0.8,1
Tripura,2025-10-31,28.6,75,0.9,10,5.7,1
Tripura,2025-11-01,27.8,75,0.1,11,0.9,0
Tripura,2025-11-02,26.0,75,4.2,11,0.1,1
Tripura,2025-11-03,25.9,75,0.5,11,4.2,1
Tripura,2025-11-04,26.6,75,1.2,11,0.5,1
Tripura,2025-11-05,25.9,75,4.5,11,1.2,1
Tripura,2025-11-06,25.6,75,4.1,11,4.5,1
Tripura,2025-11-07,25.9,75,0.0,11,4.1,0
Tripura,2025-11-08,26.1,75,0.0,11,0.0,0
Tripura,2025-11-09,25.8,75,0.0,11,0.0,0
Tripura,2025-11-10,25.4,75,0.0,11,0.0,0
Tripura,2025-11-11,25.1,75,0.0,11,0.0,0
Tripura,2025-11-12,24.4,75,0.0,11,0.0,0
Tripura,2025-11-13,24.2,75,0.0,11,0.0,0
Tripura,2025-11-14,23.8,75,0.0,11,0.0,0
Tripura,2025-11-15,23.6,75,0.0,11,0.0,0
Tripura,2025-11-16,23.6,75,0.0,11,0.0,0
Tripura,2025-11-17,24.3,75,0.0,11,0.0,0
Tripura,2025-11-18,24.2,75,0.0,11,0.0,0
Tripura,2025-11-19,24.4,75,0.0,11,0.0,0
Tripura,2025-11-20,24.5,75,0.0,11,0.0,0
Tripura,2025-11-21,24.4,75,0.0,11,0.0,0
Tripura,2025-11-22,23.3,75,0.0,11,0.0,0
Tripura,2025-11-23,22.4,75,0.0,11,0.0,0
Tripura,2025-11-24,22.3,75,0.0,11,0.0,0
